,issue_key,project_key,author,id,created,body,chronological_number,clean_comment
40,MCOL-1,MCOL,David Thompson,88864,2016-11-29 21:25:13,"Based on our discussion - first assuming that redistribute works in read only mode, we should issue an error with a descriptive action to go enable read only mode. This is consistent with other command behavior. If it does not work in read only mode then we can just document the limitation and we should also understand if actual writes can be done in parallel.",5,"Based on our discussion - first assuming that redistribute works in read only mode, we should issue an error with a descriptive action to go enable read only mode. This is consistent with other command behavior. If it does not work in read only mode then we can just document the limitation and we should also understand if actual writes can be done in parallel."
41,MCOL-1,MCOL,David Hall,89614,2016-12-15 20:56:01,"Regarding read only mode. cpimport does look at the setting and should fail if read only.

All the tests for read only are early in the processing, not at the access level, so redistributeData will work with read only set.",6,"Regarding read only mode. cpimport does look at the setting and should fail if read only.

All the tests for read only are early in the processing, not at the access level, so redistributeData will work with read only set."
42,MCOL-1,MCOL,David Hall,90610,2017-01-14 15:56:20,"Empirical tests prove that redistributeData works fine with suspenDatabaseWrites set on (Read Only mode). Since redistributeData works in an asynchronous model, it is not appropriate for redistributeData to set this by itself, as there's no way for it to reset it when done. The solution is to add code to check and inform the user what needs to be done.",7,"Empirical tests prove that redistributeData works fine with suspenDatabaseWrites set on (Read Only mode). Since redistributeData works in an asynchronous model, it is not appropriate for redistributeData to set this by itself, as there's no way for it to reset it when done. The solution is to add code to check and inform the user what needs to be done."
43,MCOL-1,MCOL,David Hall,90743,2017-01-17 22:46:59,Added a check for read only mode and won't let redistributeData continue without it.,8,Added a check for read only mode and won't let redistributeData continue without it.
44,MCOL-1,MCOL,David Hall,90870,2017-01-20 16:58:06,There's a problem with using isReadOnly() to determine is suspendwrites was called. Use getSystemSuspended() instead.,9,There's a problem with using isReadOnly() to determine is suspendwrites was called. Use getSystemSuspended() instead.
45,MCOL-1,MCOL,Daniel Lee,92433,2017-03-01 17:11:57,"Build tested: GitHub source

[root@localhost mariadb-columnstore-server]# git show
commit 3da188e5c8a2630019ea810fb8c1bd3ece5e058b
Merge: 5d9686c 53c1df7
Author: Andrew Hutchings <andrew@linuxjedi.co.uk>
Date:   Fri Feb 10 15:07:31 2017 +0000

    Merge pull request #31 from jbfavre/fix_deb_package_dependency
    
    MCOL-562 Fix Debian package dependencies

[root@localhost mariadb-columnstore-server]# cd mariadb-columnstore-engine/
[root@localhost mariadb-columnstore-engine]# git show
commit 16cef50caedd9ec7585b04c096996a9441bdf2d5
Author: David Hill <david.hill@mariadb.com>
Date:   Wed Mar 1 10:39:11 2017 -0600

    change the check for prompt back to the previous code

mcsadmin> redistributedata start
redistributedata   Wed Mar  1 16:50:16 2017
redistributeData START 
Source dbroots: 1
Destination dbroots: 1

WriteEngineServer returned status 1: Cleared.
WriteEngineServer returned status 2: Redistribute is started.
mcsadmin> resumeDatabaseWrites
resumedatabasewrites   Wed Mar  1 16:58:11 2017

This command resumes the DDL/DML writes to the MariaDB ColumnStore Database
           Do you want to proceed: (y or n) [n]: y

Resume MariaDB ColumnStore Database Writes Request successfully completed
mcsadmin> redistributedata start
redistributedata   Wed Mar  1 16:58:19 2017
redistributeData START 
Source dbroots: 1
Destination dbroots: 1

The system must be in read only mode for redistribeData to work
You must run suspendDatabaseWrites before running redistributeData
Be sure to run resumeDatabaseWrites when redistributeData status shows complete
",10,"Build tested: GitHub source

[root@localhost mariadb-columnstore-server]# git show
commit 3da188e5c8a2630019ea810fb8c1bd3ece5e058b
Merge: 5d9686c 53c1df7
Author: Andrew Hutchings 
Date:   Fri Feb 10 15:07:31 2017 +0000

    Merge pull request #31 from jbfavre/fix_deb_package_dependency
    
    MCOL-562 Fix Debian package dependencies

[root@localhost mariadb-columnstore-server]# cd mariadb-columnstore-engine/
[root@localhost mariadb-columnstore-engine]# git show
commit 16cef50caedd9ec7585b04c096996a9441bdf2d5
Author: David Hill 
Date:   Wed Mar 1 10:39:11 2017 -0600

    change the check for prompt back to the previous code

mcsadmin> redistributedata start
redistributedata   Wed Mar  1 16:50:16 2017
redistributeData START 
Source dbroots: 1
Destination dbroots: 1

WriteEngineServer returned status 1: Cleared.
WriteEngineServer returned status 2: Redistribute is started.
mcsadmin> resumeDatabaseWrites
resumedatabasewrites   Wed Mar  1 16:58:11 2017

This command resumes the DDL/DML writes to the MariaDB ColumnStore Database
           Do you want to proceed: (y or n) [n]: y

Resume MariaDB ColumnStore Database Writes Request successfully completed
mcsadmin> redistributedata start
redistributedata   Wed Mar  1 16:58:19 2017
redistributeData START 
Source dbroots: 1
Destination dbroots: 1

The system must be in read only mode for redistribeData to work
You must run suspendDatabaseWrites before running redistributeData
Be sure to run resumeDatabaseWrites when redistributeData status shows complete
"
46,MCOL-1000,MCOL,Daniel Lee,102402,2017-11-02 14:08:34,"Build verified: 1.1.1-1 GitHub source

/root/columnstore/mariadb-columnstore-server
commit 8db18b893413d89dbed55b070b371fb9d918f6a8
Merge: 3df02f4 734b7e3
Author: David.Hall <david.hall@mariadb.com>
Date:   Wed Nov 1 09:45:13 2017 -0500

    Merge pull request #75 from mariadb-corporation/MCOL-1000
    
    MCOL-1000 merge MariaDB 10.2.10

/root/columnstore/mariadb-columnstore-server/mariadb-columnstore-engine
commit 646f330bf7ccaffa456c97a2bcf2f1a5d7d28ffb
Author: david hill <david.hill@mariadb.com>
Date:   Tue Oct 31 13:41:48 2017 -0500

[root@localhost ~]# mcsmysql
Welcome to the MariaDB monitor.  Commands end with ; or \g.
Your MariaDB connection id is 19
Server version: 10.2.10-MariaDB-log Columnstore 1.1.1-1

Copyright (c) 2000, 2017, Oracle, MariaDB Corporation Ab and others.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.
",1,"Build verified: 1.1.1-1 GitHub source

/root/columnstore/mariadb-columnstore-server
commit 8db18b893413d89dbed55b070b371fb9d918f6a8
Merge: 3df02f4 734b7e3
Author: David.Hall 
Date:   Wed Nov 1 09:45:13 2017 -0500

    Merge pull request #75 from mariadb-corporation/MCOL-1000
    
    MCOL-1000 merge MariaDB 10.2.10

/root/columnstore/mariadb-columnstore-server/mariadb-columnstore-engine
commit 646f330bf7ccaffa456c97a2bcf2f1a5d7d28ffb
Author: david hill 
Date:   Tue Oct 31 13:41:48 2017 -0500

[root@localhost ~]# mcsmysql
Welcome to the MariaDB monitor.  Commands end with ; or \g.
Your MariaDB connection id is 19
Server version: 10.2.10-MariaDB-log Columnstore 1.1.1-1

Copyright (c) 2000, 2017, Oracle, MariaDB Corporation Ab and others.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.
"
47,MCOL-1015,MCOL,David Hill,102916,2017-11-08 20:31:00,"Markus making some additions, added rpm and binary build instructions and creating develop-1.1 and develop branch to match ours.",1,"Markus making some additions, added rpm and binary build instructions and creating develop-1.1 and develop branch to match ours."
48,MCOL-1015,MCOL,David Hill,108262,2018-03-12 15:37:35,"building successfully on centos7, debian8 and debian9. 

ubuntu16 still had 1 package issue. working on that now..",2,"building successfully on centos7, debian8 and debian9. 

ubuntu16 still had 1 package issue. working on that now.."
49,MCOL-1015,MCOL,David Hill,108266,2018-03-12 15:58:40,"ubuntu16 now building.... currently just building cdc and kafka.. kafka-avro-adapter not being built.

submitted a jira to hopefully get a top level cmake build where it will build all data adapters in the repo..",3,"ubuntu16 now building.... currently just building cdc and kafka.. kafka-avro-adapter not being built.

submitted a jira to hopefully get a top level cmake build where it will build all data adapters in the repo.."
