issue_key,issue_type,project_key,created,time_add_to_sprint,creator,priority,original_summary_sprint,original_description_sprint,original_acceptance_criteria_sprint,original_story_points_sprint,num_comments_before_sprint,num_changes_text_before_sprint,num_changes_story_point_before_sprint,time_until_add_to_sprint,num_changes_summary_description_acceptance_sprint,num_different_words_all_text_sprint,is_change_text_num_words_5,is_change_text_num_words_10,is_change_text_num_words_15,is_change_text_num_words_20,num_issues_cretor_prev
MDEV-9658,Task,MDEV,2016-02-29 09:30:56,2016-10-13 06:32:39.000,colin,Critical,Add MyRocks to MariaDB,"This is the umbrella task for including MyRocks Storage Engine from https://github.com/facebook/mysql-5.6 (""FB tree"") into MariaDB. 

h2. Inclusion itself 

See MDEV-10965: Add MyRocks into MariaDB repository 

h2. Packaging 

See MDEV-10966 - Packaging for MariaRocks 

h2. Required changes at the SQL layer 

A list of changes in the FB tree that touch the SQL layer (based on {{git log}} output): 
[65501b5|https://github.com/facebook/mysql-5.6/commit/65501b5] Disable unique checks when replica is lagging 
[dd7eeae|https://github.com/facebook/mysql-5.6/commit/dd7eeae] Issue#250: MyRocks/Innodb different output from query with order ... 
[f0a2ded|https://github.com/facebook/mysql-5.6/commit/f0a2ded] Per database uuid 
[9b439ee|https://github.com/facebook/mysql-5.6/commit/9b439ee] Add option to exclude tables from gap lock check 
[5bcb50c|https://github.com/facebook/mysql-5.6/commit/5bcb50c] Per database uuid 
[e9ef099|https://github.com/facebook/mysql-5.6/commit/e9ef099] Improve code style for classes RDBSE_TABLE_DEF and RDBSE_KEYDEF 
[5a82f20|https://github.com/facebook/mysql-5.6/commit/5a82f20] Add gcc function attributes to MyRocks code with a sprinkle of assertions 
[6078c85|https://github.com/facebook/mysql-5.6/commit/6078c85] Preventing to write ""Got error 122.."" to err log on Gap Lock errors 
[782cc5a|https://github.com/facebook/mysql-5.6/commit/782cc5a] Optionally block/log queries relying on Gap Locks 
[c2dbe68|https://github.com/facebook/mysql-5.6/commit/c2dbe68] Add lock information to lock timeout error message 
[c1f1f0b|https://github.com/facebook/mysql-5.6/commit/c1f1f0b] Issue #108: Index-only scans do not work for partitioned tables and extended keys 
[3c0802f|https://github.com/facebook/mysql-5.6/commit/3c0802f] Improve singled thread replication performance 
[55622f1|https://github.com/facebook/mysql-5.6/commit/55622f1] Issue #75: Prefix bloom filter is not used for LinkBench style range scan 
[ee00797|https://github.com/facebook/mysql-5.6/commit/ee00797] Compile rocksdb library with mysql compiler settings 
[8098b78|https://github.com/facebook/mysql-5.6/commit/8098b78] Add support for reporting keys/deletes skipped in the extra slow query log 
[bcd7646|https://github.com/facebook/mysql-5.6/commit/bcd7646] Supporting START TRANSACTION WITH CONSISTENT \[ROCKSDB] SNAPSHOT 
[ff91c80|https://github.com/facebook/mysql-5.6/commit/ff91c80] Crash safe slave and master in RocksDB 


* also check if [da1d92fd|https://github.com/facebook/mysql-5.6/commit/da1d92fd] (set_end_range) is ported from mysql-5.6 because MyRocks' bloom prefix filter uses that. 
* MariaDB has just got NO_PAD collations: MDEV-9711. MyRocks actually had NO_PAD behaviour for PAD collations, and this was a bug
https://github.com/facebook/mysql-5.6/issues/257.  MyRocks will have to provide PAD/NO_PAD behaviour, accordingly to what charset is used.

* rdb_perf_context.cc uses my_io_perf_sum_atomic_helper() the function is not in MySQL or MariaDB, it comes from [bc4145e7|https://github.com/facebook/mysql-5.6/commit/bc4145e7]

* MDEV-10975: Merging of @@rocksdb_skip_unique_check
* MDEV-10976: Port MyRocks' Read Free Replication to MariaRocks
h2. Group Commit with Binlog (and Optimistic Parallel Replication). 

MyRocks (actually, RocksDB and MyRocks together) need support for high-priority transactions to get MariaDB's optimistic Parallel Replication to work. 

h2. Other issues 
* mysql-test-run should not require any additional parameters when running MyRocks tests.
* packaging for {{myrocks_hotbackup}}
* Do we include MyRocks' RQG tests? It has some MTR tests which actually just run the bundled RQG with a special grammar.
* TODO what is missing? 
",,,5,25,0,326701.7166666667,1,5,1,0,0,0,1
MDEV-11297,Task,MDEV,2016-11-16 12:42:34,2016-11-18 14:20:16.000,varun,Major,add support for LIMIT clause in GROUP_CONCAT(),"GROUP_CONCAT supports ORDER BY and DISTINCT but not LIMIT clause.
Supporting LIMIT N[,M] could simplify queries.

something like

SUBSTRING_INDEX(GROUP_CONCAT(CONCAT_WS("":"",date,cnt) ORDER BY cnt DESC),"","",1)

could be written as

GROUP_CONCAT(CONCAT_WS("":"",date,cnt) ORDER BY cnt DESC LIMIT 1)

this can be used in timeseries-like calculations. Suppose we have a table (date,cnt) and we want to produce a list of dates, for each year, where cnt was maximum for that year, showing such date,cnt for each year

currently this is written in an awkward manner and is also quite inefficient as we SELECT much more data that is necessary for the task:

SELECT LEFT(col1,4) AS _yyyy
, SUBSTRING_INDEX(GROUP_CONCAT(CONCAT_WS("":"",DATE_FORMAT(col1,""%a %Y-%m-%d""),LPAD(col2,8,"" "")) ORDER BY col2 DESC),"","",1) AS col3
FROM t1
GROUP BY 1
;",,,1,1,0,2977.7,1,2,0,0,0,0,0
MDEV-11419,Task,MDEV,2016-11-29 15:57:33,2016-12-08 12:11:28.000,sanja,Major,Report all INSERT ID for bulk operation INSERT,"Before normal OK packet sent result set with 3 fields:
Id - first ID sequence
Len - Sequence length (number of sequential Ids)
Inc - increment of the sequence (same for all records)

If statement return the same ID after each insert, will be reported only one.
 
Function work only if INSERT_ID_REQUEST set as flag for the execute statement.

",,,8,7,0,12733.916666666666,0,0,0,0,0,0,0
MDEV-11369,Task,MDEV,2016-11-28 10:36:14,2016-12-21 14:57:38.843,monty,Major,Instant add column for InnoDB,"Add support for instant add column for InnoDB when adding a new column with a default value last.

We have got patches from Alibaba and TenCent for doing this.  We should choose either one or merge them.

The idea in both patches is to add a new row type to InnoDB where the number of columns
are stored in each row in 1-2 bytes.  When creating a row we store the current number of columns.  This allows us to fill any extra columns with default values on read.",,,6,1,0,33381.41405,0,0,0,0,0,0,0
MXS-287,New Feature,MXS,2015-07-27 16:28:49,2017-01-04 10:52:38.000,simon.hanmer,Major,Access databases from command line failed when grants set with wildcarded hosts,"We have used the wildcard capability with grants in our current MySQL setup, using grants such as 


{code:java}
grant all on `%user%`.* to 'user'@'%' identified by 'somepassword';
{code}


If we try this with the command line client pointed at a maxscale host, specifying a database gives us an 'access denied' failure.


{code:java}
mysql -h maxscale_host -u user -p user_db
{code}


whereas connecting to one of the Galera nodes directly works

{code:java}
mysql -h galera_host -u user -p user_db
{code}

If we explicitly set the grant for a specific database, then the client works
{code:java}
grant all on `user_db`.* to 'user'@'%' identified by 'somepassword';
{code}

In all cases, connecting without specifying the database and then choosing the database with a use statement works.",,,12,0,0,758543.8166666667,0,0,0,0,0,0,0
MXS-109,New Feature,MXS,2015-04-22 21:50:19,2017-01-18 10:30:21.000,michaeldg,Major,Galera monitor: Minimum cluster size and/or refuse two cluster IDS in 1 cluster,"I think 2 extra features in the Galera monitor module would be a good addition to MaxScale.

If we have a 3 node galera cluster and somebody accidently bootstrap each one (or 2) of them, MaxScale would currently send traffic to all nodes allthough they are not in a cluster together. 

I think there are 2 ways to avoid this in the MaxScale monitor, option 1 is easy and option 2 is elegant.
1: Config parameter with the minimum cluster size. If any node is up but the minimum cluster size is too low, consider the node down.

2a: If there are several cluster identifiers present in the list of servers MaxScale knows about, only consider the servers with cluster identifier that occurs at least 1 time more then the other identifier(s)
2b: If there are several cluster identifiers present in the servers MaxScale knows about do not consider any of the nodes up
",,,1,1,0,916600.0333333333,0,0,0,0,0,0,0
MXS-1075,Task,MXS,2017-01-12 12:25:05,2017-02-01 10:38:25.000,dshjoshi,Major,Support MariaDB GTID in binlog replication handshake with  MariaDB Master and MariaDB Slave,"(1) Use GTID in handshake with MariaDB Master server 
When 
CHANGE MASTER TO master_host='<host-ip>', master_user='<usr>', master_password='<password>', master_use_gtid=slave_pos
is executed on MaxScale, request the master to send binlog starting from GTID corresponding to slave_pos; where slave_gtid_pos is the last 

(2) Accept GTID in handshake from a MariaDB Slave. When Slave requests MaxScale to send binlog starting from slave_pos - start sending binlog record to the particular slave from the GTID corresponding to requested slave_pos ",,,1,0,0,28693.333333333332,1,7,1,0,0,0,0
MDEV-4537,Task,MDEV,2013-05-16 13:38:13,2017-03-02 11:51:46.000,jb-boin,Major,innotop tracker,"I based this task on the one on mytop : MDEV-4476

As of this date, the innotop packaged on Debian/Ubuntu packages (and possibly other ones) of MariaDB is the 1.7.1 and the latest upstream version is the 1.9.0 from september 2012.

1. Document changes in innotop that are in MariaDB on KB
2. Submit patches back to upstream innotop or if no substantial modifications has been done on the MariaDB version adopt the upstream version
3. Potentially package innotop on its own package
4. Add MariaDB specific functionalities such as the query progress and fix bugs",,,8,0,0,1995733.55,0,0,0,0,0,0,0
MDEV-11934,Task,MDEV,2017-01-29 17:02:06,2017-03-08 11:11:11.000,psergey,Major,MariaRocks: Group Commit with binlog,"MyRocks has group commit with the binary log based on MySQL API: 
https://github.com/facebook/mysql-5.6/commit/14a0d4a97c09b52fa7450e6a3d56ebe7ed193ab6

Inside MyRocks/RocksDB:
* One can set {{m_rocksdb_tx->GetWriteOptions()->sync}} to false to avoid flushing.
* One can flush WAL to disk with {{rdb->SyncWAL()}} call.
* RocksDB has its own group commit imlementation which ""just works"" and is not visible from outside of RocksDB API.

h2. == MySQL's Group Commit API ==

Here is a description of how it works when safe settings are ( sync_binlog=1, rocksdb_enable_2pc=ON, rocksdb_write_sync=ON)

=== Prepare ===
The storage engine checks `thd->durability_property == HA_IGNORE_DURABILITY`.
If true, it sets sync=false, which causes RocksDB not to persist the Prepare operation to disk.

=== Flush logs ===

Then SQL layer calls rocksdb_flush_wal() which makes the effect of
rocksdb_prepare() call persistent by calling SyncWAL().

If we crash at this point, recovery process will roll back the prepared
transaction in MyRocks.

Then, SQL layer writes and flushes the binlog. If we crash after that, recovery
will commit the prepared MyRocks' transaction.

As far as MyRocks is concerned, each SyncWAL() call is made individually.
RocksDB has its own Group Commit implementation under the hood.

=== Commit ===

Then SQL layer calls rocksdb_commit().

Commit writes to WAL too, but does not sync it.
(The effect of rocksdb_prepare() was flushed, the binlog has the information about whether the recovery should commit or roll back, the binlog has been flushed to disk)

h2. == MariaDB ==

MariaDB 10.2 has {{thd->durability_property}} but it is always equal to HA_REGULAR_DURABILITY

For actually doing Group Commit, MariaDB 10.0+ has new handlerton functions:

*  handlerton->prepare_ordered
*  handlerton->commit_ordered
*  (handlerton->commit is still there and still used also)
*  handlerton->commit_checkpoint_request

",,,5,0,0,54369.083333333336,0,0,0,0,0,0,1
MDEV-11159,Task,MDEV,2016-10-27 11:26:09,2017-05-24 12:17:28.000,stephane@skysql.com,Critical,Server Proxy Protocol Support,https://blueprints.launchpad.net/percona-server/+spec/proxy-protocol,,,4,0,0,301011.31666666665,1,9,1,0,0,0,2
MDEV-12179,Task,MDEV,2017-03-06 09:10:40,2017-05-24 13:28:03.000,knielsen,Critical,Per-engine mysql.gtid_slave_pos tables,"Implement that server reads/updates the GTID position using multiple tables
mysql.gtid_slave_pos_XXX, each using a different storage engine. Replicated
transactions update the version of the table in the same engine, if
available. This avoids the overhead of cross-engine transactions on servers
where multiple storage engines are in use at the same time (but not in the
same transactions).

See mailing list thread: https://lists.launchpad.net/maria-developers/msg10453.html",,,2,0,0,114017.38333333333,0,0,0,0,0,0,0
